web-scraper-order,web-scraper-start-url,computer_condition,brand,price,processor_ram_storage,address,link_image-src
"1732653179-2313","https://www.expat-dakar.com/ordinateurs?page=6","Venant","HP","225 000 F Cfa","HP NetBook 250 G8 | i5 | 11 Gen","Médina,
                                                                                Dakar",""
"1732653179-2314","https://www.expat-dakar.com/ordinateurs?page=6","Neuf","HP","450 000 F Cfa","GAMER ORDINATEUR HP Omen 17-cb0xxx","Derkle,
                                                                                Dakar",""
"1732653179-2315","https://www.expat-dakar.com/ordinateurs?page=6","Neuf","Dell","950 000 F Cfa","Dell Latitude 5450 ( tacile ) Ultra 7   32GB /512 SSD","Zone de captage,
                                                                                Dakar",""
"1732653179-2316","https://www.expat-dakar.com/ordinateurs?page=6","Venant","HP","105 000 F Cfa","Hp EliteBook G3 820","Almadies 2,
                                                                                Dakar",""
"1732653179-2317","https://www.expat-dakar.com/ordinateurs?page=6","Neuf","ASUS","500 000 F Cfa","PC GAMER & ARCHITECTE","Liberte 5,
                                                                                Dakar",""
"1732653188-2318","https://www.expat-dakar.com/ordinateurs?page=5","Venant","Lenovo","125 000 F Cfa","Lenovo t460 i5 ram 8","Médina,
                                                                                Dakar",""
"1732653188-2319","https://www.expat-dakar.com/ordinateurs?page=5","Neuf","","650 000 F Cfa","SURFACE PRO 9","Plateau,
                                                                                Dakar",""
"1732653188-2320","https://www.expat-dakar.com/ordinateurs?page=5","Venant","Apple","195 000 F Cfa","MacBook Pro 2015","Yoff,
                                                                                Dakar",""
"1732653188-2321","https://www.expat-dakar.com/ordinateurs?page=5","Venant","Dell","450 000 F Cfa","GAMER, PC, HP, ORDINATEUR","Derkle,
                                                                                Dakar",""
"1732653188-2322","https://www.expat-dakar.com/ordinateurs?page=5","Venant","HP","65 000 F Cfa","ORDINATEUR DE BUREAU HP ELITEDESK 800 G1| i3","Médina,
                                                                                Dakar",""
